instrument,datetime,open,high,low,close,volume
AAPL,7/16/2013,13.11119367,13.23999404,13.03895524,13.22431755,216538000
AAPL,7/17/2013,13.20894491,13.28640965,13.16344961,13.22769547,198990400
AAPL,7/18/2013,13.32206551,13.3678678,13.23691686,13.27226734,218878800
AAPL,7/19/2013,13.31346101,13.34051195,13.04448668,13.06293106,268721600
AAPL,7/22/2013,13.20156629,13.21048066,13.07891407,13.10473537,207796400
AAPL,7/23/2013,13.09520617,13.12471635,12.87111236,12.87971973,369395600
AAPL,7/24/2013,13.49267418,13.66666203,13.37985896,13.54124355,591936800
AAPL,7/25/2013,13.54708834,13.56860596,13.39676951,13.47945976,229493600
AAPL,7/26/2013,13.3810921,13.55753924,13.35158191,13.55600262,200152400
AAPL,7/29/2013,13.55015651,13.83265668,13.53171296,13.76502895,248057600
AAPL,7/30/2013,13.83173644,14.05275704,13.80929619,13.93502331,309422400
AAPL,7/31/2013,13.9863572,14.0585948,13.81544261,13.91073608,322957600
AAPL,8/1/2013,14.00971856,14.04199416,13.93317482,14.03830528,206250800
AAPL,8/2/2013,14.07919063,14.22797197,14.03769202,14.21844196,274783600
AAPL,8/5/2013,14.28453366,14.46835849,14.20645494,14.43085575,318855600
AAPL,8/6/2013,14.38690063,14.505864,14.20707164,14.30175114,334857600
AAPL,8/7/2013,14.25717628,14.35554465,14.19477404,14.2934494,298858000
AAPL,8/8/2013,14.35317133,14.3605978,14.17029753,14.26498413,255777200
AAPL,8/9/2013,14.1916434,14.24795991,14.03723942,14.06199265,266865200
AAPL,8/12/2013,14.13657117,14.50138674,14.12945373,14.46147156,364434000
AAPL,8/13/2013,14.57224387,15.30620943,14.4828173,15.14871025,881941200
AAPL,8/14/2013,15.4058465,15.60295185,15.26722249,15.42503071,756372400
AAPL,8/15/2013,15.36067157,15.54571018,15.13354967,15.40677547,490294000
AAPL,8/16/2013,15.47609234,15.56242377,15.43617714,15.54354858,362306000
AAPL,8/19/2013,15.60574043,15.89660371,15.59522043,15.71094704,510518400
AAPL,8/20/2013,15.77190346,15.79851414,15.49682021,15.5045557,358688400
AAPL,8/21/2013,15.58253017,15.69268608,15.50857621,15.54447079,335879600
AAPL,8/22/2013,15.62553738,15.64441256,15.41574396,15.56303215,244207600
AAPL,8/23/2013,15.57262413,15.57509962,15.45132856,15.50300312,222731600
AAPL,8/26/2013,15.49465195,15.78706358,15.48691646,15.56334591,330965600
AAPL,8/27/2013,15.40955948,15.54911388,15.04752844,15.11838722,424188800
AAPL,8/28/2013,15.03824372,15.34148434,15.03824372,15.1898632,307608000
AAPL,8/29/2013,15.21307382,15.36314657,15.19698315,15.21462059,239657600
AAPL,8/30/2013,15.22390171,15.25329689,15.05371605,15.07599545,272297200
AAPL,9/3/2013,15.25794,15.49001122,15.08001884,15.11807823,331928800
AAPL,9/4/2013,15.45783146,15.54075865,15.3563381,15.43091011,345032800
AAPL,9/5/2013,15.47918133,15.49248749,15.27464786,15.32508469,236367600
AAPL,9/6/2013,15.42317786,15.45226237,15.16047203,15.41636944,359525600
AAPL,9/9/2013,15.62615565,15.71650929,15.57912304,15.66235924,340687200
AAPL,9/10/2013,15.66329035,15.70196944,15.14654467,15.30559063,743195600
AAPL,9/11/2013,14.45063918,14.65733747,14.38256492,14.47230053,898696400
AAPL,9/12/2013,14.49674539,14.71025044,14.41969623,14.62639618,404051200
AAPL,9/13/2013,14.52273169,14.59977917,14.37915839,14.38534546,298835600
AAPL,9/16/2013,14.26467355,14.28354708,13.83827984,13.9280138,543706800
AAPL,9/17/2013,13.86118061,14.22476013,13.84694738,14.08892059,399380800
AAPL,9/18/2013,14.33213023,14.43021939,14.254154,14.37854481,456862000
AAPL,9/19/2013,14.56482218,14.72355915,14.51995436,14.61433029,404541200
AAPL,9/20/2013,14.79070332,14.80772106,14.41938835,14.46301842,699302800
AAPL,9/23/2013,15.35076879,15.3758327,14.93303928,15.18182087,762106800
AAPL,9/24/2013,15.31302236,15.33127785,15.09456627,15.13417244,364344400
AAPL,9/25/2013,15.13726285,15.15087638,14.89683647,14.89993,316957200
AAPL,9/26/2013,15.03824386,15.11745616,14.97326313,15.04505062,237221600
AAPL,9/27/2013,14.96954804,14.99708743,14.87486313,14.93767738,228040400
AAPL,9/30/2013,14.76749467,14.90395222,14.6796165,14.7520237,260156400
AAPL,10/1/2013,14.8046248,15.13540483,14.80245834,15.09889221,353883600
AAPL,10/2/2013,15.02679474,15.21771135,14.96862244,15.14839935,289184000
AAPL,10/3/2013,15.17779986,15.23473609,14.87548951,14.95810604,322753200
AAPL,10/4/2013,14.97201964,14.99491706,14.80926051,14.9463377,258868400
AAPL,10/7/2013,15.05557509,15.24401625,15.01813374,15.09239674,312292400
AAPL,10/8/2013,15.16015112,15.18181245,14.8692897,14.88166714,290917200
AAPL,10/9/2013,14.99616546,15.09363492,14.79936908,15.05650425,301725200
AAPL,10/10/2013,15.20286512,15.23566286,15.07042814,15.15087986,278602800
AAPL,10/11/2013,15.06887671,15.28083497,15.01225117,15.24896431,267738800
AAPL,10/14/2013,15.15676067,15.39656743,15.14190774,15.3489151,261898000
AAPL,10/15/2013,15.39439942,15.53333414,15.33282454,15.43060303,320073600
AAPL,10/16/2013,15.49589352,15.54973457,15.44762315,15.50579548,251101200
AAPL,10/17/2013,15.47082077,15.61934669,15.46153852,15.61068249,253593200
AAPL,10/18/2013,15.65679276,15.75797544,15.64812856,15.74652672,290542000
AAPL,10/21/2013,15.83563861,16.22335311,15.82790313,16.13238144,398106800
AAPL,10/22/2013,16.28864204,16.3517653,15.71991128,16.0862751,534063600
AAPL,10/23/2013,16.05935959,16.2657505,16.05935959,16.24378014,313723200
AAPL,10/24/2013,16.24501797,16.47616211,16.16611468,16.45883369,384764800
AAPL,10/25/2013,16.44057578,16.49967681,16.24842141,16.27472305,337792000
AAPL,10/28/2013,16.37002255,16.43067199,16.18962596,16.39601517,550440800
AAPL,10/29/2013,16.59374599,16.68595544,15.92135679,15.98757362,635807200
AAPL,10/30/2013,16.07824014,16.32299787,15.99809744,16.2419281,354163600
AAPL,10/31/2013,16.24502048,16.32206799,16.1296029,16.17385101,275696400
AAPL,11/1/2013,16.21470014,16.23883533,15.96158718,16.09123802,274890000
AAPL,11/4/2013,16.12434002,16.3013341,16.05348124,16.29916763,244627600
AAPL,11/5/2013,16.23202577,16.36538982,16.1831357,16.25894547,265213200
AAPL,11/6/2013,16.31340571,16.33550435,16.12822096,16.21287727,223375600
AAPL,11/7/2013,16.17116961,16.28352442,15.94707997,15.9505024,262620400
AAPL,11/8/2013,16.01555837,16.21941774,15.95362232,16.20167732,279316800
AAPL,11/11/2013,16.1839305,16.23621758,16.01026132,16.15467453,227452400
AAPL,11/12/2013,16.11172513,16.30624799,16.09087312,16.18455505,204276800
AAPL,11/13/2013,16.12199615,16.25427217,16.08962692,16.2038517,197220800
AAPL,11/14/2013,16.27170713,16.47307659,16.24245115,16.43821907,282419200
AAPL,11/15/2013,16.38904017,16.46715916,16.32399253,16.33955383,317920400
AAPL,11/18/2013,16.33955042,16.40802213,16.12822129,16.14160347,244944000
AAPL,11/19/2013,16.15405388,16.2894415,16.121063,16.17023849,208938800
AAPL,11/20/2013,16.16028011,16.1973184,16.00777539,16.0286274,193916800
AAPL,11/21/2013,16.10955674,16.22191331,15.98724208,16.21973419,262026800
AAPL,11/22/2013,16.1693095,16.2514759,16.13849772,16.17802429,223725600
AAPL,11/25/2013,16.2159971,16.36694608,16.21537544,16.30065346,229311600
AAPL,11/26/2013,16.31247468,16.68658084,16.30874143,16.60130119,401382800
AAPL,11/27/2013,16.69187025,16.99345727,16.60129989,16.9922123,363448400
AAPL,11/29/2013,17.10177089,17.37721358,17.04979461,17.30687523,318127600
AAPL,12/2/2013,17.36693673,17.56394786,17.1434704,17.15623093,472544800
AAPL,12/3/2013,17.37627617,17.6277552,17.35697996,17.62588692,450968000
AAPL,12/4/2013,17.60036202,17.71520843,17.45470384,17.58480072,377809600
AAPL,12/5/2013,17.82289758,17.9003949,17.62868721,17.67506027,447580000
AAPL,12/6/2013,17.60939475,17.63927405,17.41580764,17.42981148,344352400
AAPL,12/9/2013,17.45719719,17.72734912,17.45719719,17.62931061,320493600
AAPL,12/10/2013,17.54060837,17.67444019,17.46653346,17.60192108,278269600
AAPL,12/11/2013,17.64705317,17.77061442,17.41954105,17.47151566,359718800
AAPL,12/12/2013,17.49579033,17.59538463,17.43011939,17.44599152,262290000
AAPL,12/13/2013,17.51788738,17.51882152,17.23217418,17.25582695,332822000
AAPL,12/16/2013,17.27419454,17.51135562,17.27388372,17.35137939,282592800
AAPL,12/17/2013,17.29879073,17.41176896,17.22315998,17.27326965,229902400
AAPL,12/18/2013,17.10861647,17.16308268,16.76936947,17.14191818,565863200
AAPL,12/19/2013,17.10239099,17.11795229,16.92280773,16.94552803,320308800
AAPL,12/20/2013,16.97571684,17.16806062,16.95673146,17.08745003,436413600
AAPL,12/23/2013,17.6781739,17.76283023,17.51508777,17.74322319,501306400
AAPL,12/24/2013,17.73699726,17.79893329,17.61686012,17.6679039,167554800
AAPL,12/26/2013,17.68129003,17.724864,17.53438682,17.55057144,204008000
AAPL,12/27/2013,17.5480811,17.56644317,17.4136276,17.43198967,225884400
AAPL,12/30/2013,17.35013334,17.43198723,17.19015714,17.25862885,253629600
AAPL,12/31/2013,17.24773601,17.46902325,17.24244364,17.46093178,223084400
AAPL,1/2/2014,17.29473581,17.33675232,17.18082349,17.21537018,234684800
AAPL,1/3/2014,17.20696913,17.23311185,16.82010238,16.83722115,392467600
AAPL,1/6/2014,16.72735115,17.01835509,16.60752482,16.92903137,412610800
AAPL,1/7/2014,16.94117478,16.99221692,16.74198444,16.80796623,317209200
AAPL,1/8/2014,16.76967251,16.97975662,16.76593926,16.91439819,258529600
AAPL,1/9/2014,17.01836114,17.02022943,16.66199696,16.69841194,279148800
AAPL,1/10/2014,16.80142154,16.83161165,16.53002468,16.58698082,304976000
AAPL,1/13/2014,16.49268521,16.88453022,16.49175107,16.67382431,378492800
AAPL,1/14/2014,16.7513126,17.01617376,16.73388302,17.00559235,332561600
AAPL,1/15/2014,17.22750537,17.43541043,17.16961508,17.3470192,391638800
AAPL,1/16/2014,17.27045733,17.33114839,17.17023804,17.25022697,229278000
AAPL,1/17/2014,17.16401812,17.18238019,16.8036066,16.82757187,426739600
AAPL,1/21/2014,16.8375274,17.12012902,16.81978699,17.08900642,328526800
AAPL,1/22/2014,17.14627677,17.34484376,17.04979404,17.16495132,379985200
AAPL,1/23/2014,17.11608659,17.32025678,16.95642285,17.31029701,403239200
AAPL,1/24/2014,17.24244817,17.29286865,16.95455577,16.9956398,429354800
AAPL,1/27/2014,17.12013222,17.26734625,16.98567872,17.1335144,554878800
AAPL,1/28/2014,15.83441743,16.02862785,15.62619986,15.76407909,1065523200
AAPL,1/29/2014,15.6847114,15.79115387,15.51882284,15.58511543,502810000
AAPL,1/30/2014,15.64082913,15.76407955,15.45906842,15.55492783,678501600
AAPL,1/31/2014,15.41176352,15.60939808,15.36103221,15.58045292,464797200
AAPL,2/3/2014,15.64300923,15.80236215,15.53999082,15.60939503,401464000
AAPL,2/4/2014,15.7438453,15.8562018,15.64767342,15.83534813,376681200
AAPL,2/5/2014,15.76594712,16.03734406,15.75629818,15.95362186,328344800
AAPL,2/6/2014,15.96990109,16.07760776,15.89945273,16.04660988,257765200
AAPL,2/7/2014,16.32433195,16.37286208,16.19909301,16.27110481,370280400
AAPL,2/10/2014,16.23916623,16.6565273,16.21850209,16.56259727,345559200
AAPL,2/11/2014,16.61331987,16.83687146,16.57856472,16.78082848,282256800
AAPL,2/12/2014,16.81182183,16.8935403,16.69566257,16.77957153,308100800
AAPL,2/13/2014,16.74012549,17.05917393,16.72572346,17.04602432,307398000
AAPL,2/14/2014,16.98465715,17.094556,16.94520833,17.03224754,272924400
AAPL,2/18/2014,17.09517467,17.25767188,17.08296314,17.09486198,260251600
AAPL,2/19/2014,17.05604212,17.1230459,16.73042055,16.82497597,313768000
AAPL,2/20/2014,16.68783782,16.81339111,16.56291157,16.63022804,305858000
AAPL,2/21/2014,16.68157525,16.73730723,16.42514797,16.44549942,278784800
AAPL,2/24/2014,16.37974799,16.59171508,16.3568917,16.51750946,288909600
AAPL,2/25/2014,16.57480751,16.58075527,16.31243084,16.3456192,231952000
AAPL,2/26/2014,16.39415446,16.4376749,16.1433622,16.19815445,276217200
AAPL,2/27/2014,16.19157195,16.5560185,16.15744386,16.52126503,301882000
AAPL,2/28/2014,16.56541824,16.68032679,16.34750167,16.47649956,371968800
AAPL,3/3/2014,16.38820822,16.61457911,16.36910918,16.52409363,238781200
AAPL,3/4/2014,16.62553043,16.67687808,16.52439855,16.63304329,259140000
AAPL,3/5/2014,16.62302626,16.74294113,16.56697993,16.6681118,200062800
AAPL,3/6/2014,16.68157628,16.73323831,16.53473347,16.61770439,185488800
AAPL,3/7/2014,16.62835316,16.65621916,16.47055121,16.60800171,220729600
AAPL,3/10/2014,16.54287442,16.69848418,16.54224737,16.6230278,178584000
AAPL,3/11/2014,16.76486548,16.86787351,16.67531806,16.78490257,279224400
AAPL,3/12/2014,16.7354283,16.82434696,16.65684003,16.80117798,199326400
AAPL,3/13/2014,16.82716668,16.89667363,16.5679202,16.61457253,257742800
AAPL,3/14/2014,16.55633814,16.62208951,16.37505453,16.42796898,237199200
AAPL,3/17/2014,16.52221132,16.59328339,16.46428718,16.49215317,199544800
AAPL,3/18/2014,16.46585373,16.65590432,16.44393717,16.63805771,209647200
AAPL,3/19/2014,16.66498328,16.78959517,16.56291166,16.63367271,224756000
AAPL,3/20/2014,16.59078044,16.677823,16.51125409,16.55352211,208398400
AAPL,3/21/2014,16.65465093,16.71163533,16.47931674,16.68408203,374046400
AAPL,3/24/2014,16.8578531,16.92297742,16.75265125,16.88196182,355700800
AAPL,3/25/2014,16.95428465,17.08735079,16.89448105,17.06355476,282293200
AAPL,3/26/2014,17.11145779,17.18910631,16.87162473,16.90042877,299768000
AAPL,3/27/2014,16.90794459,16.95428423,16.754527,16.82779121,222031600
AAPL,3/28/2014,16.85472407,16.87413579,16.72729294,16.80901146,200564000
AAPL,3/31/2014,16.88320947,16.93267933,16.77988545,16.80524826,168669200
AAPL,4/1/2014,16.83718454,16.96586972,16.80618833,16.95898056,200760000
AAPL,4/2/2014,16.98183735,17.01627814,16.91546062,16.98715973,180420800
AAPL,4/3/2014,16.95083824,16.98559171,16.83342656,16.86943245,162344000
AAPL,4/4/2014,16.90136804,16.9073158,16.61237782,16.65120125,275251200
AAPL,4/7/2014,16.53223262,16.62240541,16.34030421,16.38977242,289850400
AAPL,4/8/2014,16.4436186,16.47273701,16.24041681,16.38882637,243888400
AAPL,4/9/2014,16.36378216,16.6095647,16.34437044,16.60424232,206169600
AAPL,4/10/2014,16.61550694,16.66435141,16.3803709,16.39007759,239652000
AAPL,4/11/2014,16.24980685,16.36972504,16.19157172,16.26890755,271717600
AAPL,4/14/2014,16.34061246,16.34875238,16.19376966,16.33372498,205674000
AAPL,4/15/2014,16.28957507,16.33246845,16.00966447,16.21724892,266490000
AAPL,4/16/2014,16.22006203,16.31524445,16.09764068,16.25012016,214765600
AAPL,4/17/2014,16.28111534,16.52408022,16.25606689,16.43578529,284334400
AAPL,4/21/2014,16.44831409,16.6612209,16.40510635,16.63085175,182548800
AAPL,4/22/2014,16.54130981,16.65152136,16.48463976,16.6474514,202563200
AAPL,4/23/2014,16.56478759,16.62959921,16.42044799,16.429842,394940000
AAPL,4/24/2014,17.79057299,17.84661766,17.55637494,17.77679634,759911600
AAPL,4/25/2014,17.6753525,17.90892352,17.65750756,17.90736008,390275200
AAPL,4/28/2014,17.93428729,18.65284866,17.92645839,18.60087395,669485600
AAPL,4/29/2014,18.58991623,18.66005025,18.45747542,18.54576874,337377600
AAPL,4/30/2014,18.55546859,18.76806272,18.46654825,18.4756279,456640800
AAPL,5/1/2014,18.53542197,18.62308984,18.35883547,18.51914215,244048000
AAPL,5/2/2014,18.54607982,18.60431664,18.46373427,18.55359268,191514400
AAPL,5/5/2014,18.47719828,18.81722356,18.47281397,18.81596947,287067200
AAPL,5/6/2014,18.8422644,18.92398287,18.61088562,18.61088562,374564400
AAPL,5/7/2014,18.63719395,18.70106585,18.40174343,18.54576874,282864400
AAPL,5/8/2014,18.52089022,18.71483722,18.46264425,18.51270485,230297200
AAPL,5/9/2014,18.4040786,18.45791744,18.27152699,18.43556404,291597600
AAPL,5/12/2014,18.49696059,18.69122031,18.49412564,18.66508865,213208800
AAPL,5/13/2014,18.63894996,18.71892044,18.59802142,18.69436264,159737200
AAPL,5/14/2014,18.65249665,18.80897554,18.63077211,18.69783401,166404000
AAPL,5/15/2014,18.72396466,18.78378447,18.51427581,18.53883362,230846000
AAPL,5/16/2014,18.53285325,18.81306783,18.4311582,18.81243896,276256400
AAPL,5/19/2014,18.82313932,19.12161457,18.8067669,19.03534698,317755200
AAPL,5/20/2014,19.03283407,19.09233947,18.9138216,19.03913116,234836000
AAPL,5/21/2014,19.01142012,19.1017804,18.95569298,19.08950233,196859600
AAPL,5/22/2014,19.0986341,19.2009597,19.01992301,19.11972809,200760000
AAPL,5/23/2014,19.1191014,19.35460752,19.09454359,19.33571625,232209600
AAPL,5/27/2014,19.39081146,19.70502863,19.38294052,19.69778824,348866000
AAPL,5/28/2014,19.71006747,19.83002492,19.63954176,19.64678383,315481600
AAPL,5/29/2014,19.76768273,20.05167554,19.76516389,20.00476265,376474000
AAPL,5/30/2014,20.08662963,20.28151996,19.80074844,19.92983627,564020800
AAPL,6/2/2014,19.96005816,19.98744924,19.59924251,19.79287338,369350800
AAPL,6/3/2014,19.78688619,20.11054979,19.78027467,20.07276726,292709200
AAPL,6/4/2014,20.06962614,20.39864195,20.02775092,20.30198288,335482000
AAPL,6/5/2014,20.34542486,20.4452316,20.23239507,20.38163185,303805600
AAPL,6/6/2014,20.46192575,20.50474597,20.29096438,20.32559586,349938400
AAPL,6/9/2014,20.43044191,20.69050587,20.22106912,20.65083504,301660000
AAPL,6/10/2014,20.87784413,20.94836987,20.62218726,20.77205467,251108000
AAPL,6/11/2014,20.74559967,20.88444839,20.60014112,20.68609428,182724000
AAPL,6/12/2014,20.72577209,20.74340395,20.25413088,20.34008408,218996000
AAPL,6/13/2014,20.32025018,20.37314575,20.02933125,20.11748886,218100000
AAPL,6/16/2014,20.16817373,20.44146072,20.154949,20.32024384,142244000
AAPL,6/17/2014,20.34448219,20.43043534,20.23208294,20.29379272,118904000
AAPL,6/18/2014,20.33567052,20.34007933,20.13290928,20.31583595,134056000
AAPL,6/19/2014,20.34007893,20.34228333,20.13070448,20.24530983,142112000
AAPL,6/20/2014,20.24310471,20.39738088,20.03373195,20.03593636,403592000
AAPL,6/23/2014,20.12630464,20.19242326,19.96762128,20.01831245,174776000
AAPL,6/24/2014,20.00067211,20.21886079,19.87725253,19.8970871,156144000
AAPL,6/25/2014,19.88166695,19.98965913,19.75824731,19.91472626,147476000
AAPL,6/26/2014,19.9169234,20.06679076,19.79129941,20.03373146,130516000
AAPL,6/27/2014,20.01610222,20.27616616,20.00508189,20.27175903,256116000
AAPL,6/30/2014,20.29820582,20.65744767,20.29600141,20.48113251,197929200
AAPL,7/1/2014,20.61116028,20.73237715,20.52520711,20.61116028,152892000
AAPL,7/2/2014,20.68830534,20.73017889,20.51639727,20.60235214,113860000
AAPL,7/3/2014,20.64422439,20.73899351,20.54063935,20.72356606,91567200
AAPL,7/7/2014,20.7478052,21.15553208,20.73898927,21.15112495,225872000
AAPL,7/8/2014,21.21724568,21.33405545,20.69932217,21.01448441,260888000
AAPL,7/9/2014,21.03431477,21.14671403,20.88444742,21.02329445,145744000
AAPL,7/10/2014,20.66406212,21.05856606,20.61116656,20.94616508,158744000
AAPL,7/11/2014,21.01668329,21.13349135,20.90648676,20.9858284,136072000
AAPL,7/14/2014,21.12688301,21.35388764,21.08060067,21.25691414,171240000
AAPL,7/15/2014,21.33405224,21.34507089,20.94395552,21.00786972,181911600
AAPL,7/16/2014,21.37151244,21.40016293,20.88003524,20.88885117,213585200
AAPL,7/17/2014,20.94395294,20.9990512,20.40178619,20.51638985,229192000
AAPL,7/18/2014,20.63320581,20.88004504,20.50096858,20.81172371,199952000
AAPL,7/21/2014,20.93513368,20.93733808,20.65523526,20.703722,156316000
AAPL,7/22/2014,20.86681731,20.91309966,20.74339773,20.87563324,220788000
AAPL,7/23/2014,21.02991094,21.57207781,20.97481267,21.42000771,371672000
AAPL,7/24/2014,21.38694714,21.44865694,21.25030281,21.38474274,182916000
AAPL,7/25/2014,21.34506891,21.56325759,21.29878657,21.52579117,173876000
AAPL,7/28/2014,21.55885504,21.87181287,21.49934964,21.82332611,221272000
AAPL,7/29/2014,21.89164833,21.91589171,21.65362337,21.68227386,172572000
AAPL,7/30/2014,21.69549646,21.75279745,21.52579284,21.63158226,132040000
AAPL,7/31/2014,21.41339252,21.47730503,21.01007278,21.06957817,227372000
AAPL,8/1/2014,20.91530545,21.29438184,20.89546919,21.18638802,194044000
AAPL,8/4/2014,21.23927744,21.28555978,20.97480479,21.06736946,159832000
AAPL,8/5/2014,21.01667711,21.08720281,20.79628411,20.96378326,223732000
AAPL,8/6/2014,20.88224358,21.04313126,20.87342766,20.92852592,154232000
AAPL,8/7/2014,21.02598101,21.25189937,20.84214447,20.92631149,186844000
AAPL,8/8/2014,20.87758803,21.00162153,20.66052771,20.98390198,167460000
AAPL,8/11/2014,21.10128677,21.28069427,21.0060463,21.26075935,146340000
AAPL,8/12/2014,21.27183849,21.45788875,21.176598,21.2563343,135180000
AAPL,8/13/2014,21.29619989,21.53762245,21.27183593,21.53762245,127664000
AAPL,8/14/2014,21.55755444,21.6107114,21.44016538,21.59520721,112464000
AAPL,8/15/2014,21.68380518,21.74803729,21.45345608,21.70152473,195804000
AAPL,8/18/2014,21.81448196,22.00939364,21.70152363,21.96288109,190288000
AAPL,8/19/2014,22.01825988,22.29955065,21.99832496,22.2663269,277596000
AAPL,8/20/2014,22.24638972,22.39035644,22.13785873,22.27518272,210796000
AAPL,8/21/2014,22.2751856,22.35713728,22.1733007,22.27740097,133912000
AAPL,8/22/2014,22.21316569,22.47452318,22.1910171,22.44129944,176736000
AAPL,8/25/2014,22.54540263,22.62956798,22.43244258,22.49003029,161080000
AAPL,8/26/2014,22.46344888,22.48116843,22.33941539,22.3460598,132608000
AAPL,8/27/2014,22.37484947,22.71815858,22.30397296,22.62070274,209476000
AAPL,8/28/2014,22.50109979,22.76467263,22.49445538,22.64728355,273840000
AAPL,8/29/2014,22.78238443,22.7912442,22.63620071,22.70264816,178380000
AAPL,9/2/2014,22.82668602,22.97729881,22.75138047,22.87984467,214256000
AAPL,9/3/2014,22.83555074,22.85769934,21.83441966,21.91415596,501684000
AAPL,9/4/2014,21.89422452,22.16887088,21.65944632,21.73253822,342872000
AAPL,9/5/2014,21.88314647,22.01382437,21.77461549,21.92079926,233828000
AAPL,9/8/2014,21.99388504,21.99609871,21.71702345,21.78568459,185426800
AAPL,9/9/2014,21.94515763,22.83111473,21.29397863,21.70373344,759385200
AAPL,9/10/2014,21.70816974,22.39478632,21.65279741,22.37042236,403478400
AAPL,9/11/2014,22.23974553,22.46787928,22.06476874,22.46566391,249412400
AAPL,9/12/2014,22.41693227,22.63399253,22.38813927,22.51660347,250504400
AAPL,9/15/2014,22.77131958,22.82447824,22.46788025,22.50996208,245266000
AAPL,9/16/2014,22.10463644,22.42801067,21.90308033,22.3394146,267632400
AAPL,9/17/2014,22.43022517,22.54761594,22.27961235,22.49888802,243706000
AAPL,9/18/2014,22.57640899,22.66943411,22.49445733,22.54540062,149197600
AAPL,9/19/2014,22.65614201,22.66943083,22.25967594,22.36156082,283609600
AAPL,9/22/2014,22.54761802,22.6229236,22.27740073,22.38371468,211153600
AAPL,9/23/2014,22.28183075,22.80011677,22.26854193,22.73366928,253608800
AAPL,9/24/2014,22.62735243,22.78017893,22.41472117,22.53654099,240687200
AAPL,9/25/2014,22.26189193,22.30618912,21.64393653,21.67716026,400368000
AAPL,9/26/2014,21.8233454,22.31505203,21.7945524,22.31505203,249482000
AAPL,9/29/2014,21.84992741,22.2463936,21.84549667,22.1733017,199065200
AAPL,9/30/2014,22.32834085,22.49002882,22.26632411,22.31505203,221056400
AAPL,10/1/2014,22.27961481,22.30176509,21.86100003,21.96731567,205965200
AAPL,10/2/2014,21.98724402,22.19765989,21.7148131,22.12678337,191031200
AAPL,10/3/2014,22.02489588,22.19544189,21.93629983,22.06476402,173878400
AAPL,10/6/2014,22.13785421,22.29289772,22.02046515,22.06476402,148204800
AAPL,10/7/2014,22.02268696,22.17551516,21.86764508,21.87207413,168376800
AAPL,10/8/2014,21.87428577,22.39478534,21.77461457,22.32612419,229618800
AAPL,10/9/2014,22.49002471,22.67607492,22.28403958,22.37484932,309506000
AAPL,10/10/2014,22.30176149,22.59855638,22.21538078,22.31062126,265326400
AAPL,10/13/2014,22.4435144,22.54318392,22.10684967,22.10684967,214333600
AAPL,10/14/2014,22.23531654,22.26410955,21.83220598,21.87207413,254754400
AAPL,10/15/2014,21.69931115,21.96066864,21.08135568,21.60407066,403734400
AAPL,10/16/2014,21.16330515,21.64393657,21.13229678,21.32056236,288618000
AAPL,10/17/2014,21.5952055,21.92743943,21.44237735,21.63285828,272718800
AAPL,10/20/2014,21.77683043,22.14007279,21.75468184,22.0957756,310069200
AAPL,10/21/2014,22.81783254,22.81783254,22.43022617,22.6960144,378495600
AAPL,10/22/2014,22.77796019,23.05925257,22.72480323,22.81118393,273052400
AAPL,10/23/2014,23.05260822,23.26745312,22.95293701,23.2187252,284298800
AAPL,10/24/2014,23.29624734,23.36490849,23.15227894,23.30510712,188215600
AAPL,10/27/2014,23.22315875,23.36269813,23.18993501,23.28074646,136750800
AAPL,10/28/2014,23.34497453,23.64176941,23.33389939,23.64176941,192243600
AAPL,10/29/2014,23.62184123,23.78131384,23.55760911,23.77466774,210751600
AAPL,10/30/2014,23.69049267,23.77687335,23.45571458,23.6949234,162619200
AAPL,10/31/2014,23.9230604,23.92970481,23.74586828,23.92084503,178557200
AAPL,11/3/2014,23.96957477,24.43027296,23.92306221,24.23093224,209130400
AAPL,11/4/2014,24.22207574,24.25086875,23.85883334,24.05374336,166297600
AAPL,11/5/2014,24.16448891,24.2087878,23.94964396,24.11133194,149743600
AAPL,11/6/2014,24.15803987,24.20030586,23.9800811,24.1802845,139874000
AAPL,11/7/2014,24.19141109,24.31820739,24.14692182,24.2492485,134766000
AAPL,11/10/2014,24.25146992,24.3204305,24.17361285,24.20920563,108782000
AAPL,11/11/2014,24.1802907,24.41386365,24.11355678,24.40274048,109769200
AAPL,11/12/2014,24.33156155,24.78758437,24.32933827,24.74754333,187769600
AAPL,11/13/2014,24.86988467,25.23692543,24.8253937,25.09678268,238091600
AAPL,11/14/2014,25.17019,25.40153795,24.73863693,25.39931297,176254400
AAPL,11/17/2014,25.4193337,26.08890796,25.20355885,25.35704803,186986800
AAPL,11/18/2014,25.34592948,25.73521661,25.33480632,25.68627739,176896000
AAPL,11/19/2014,25.67960332,25.74633724,25.31478582,25.50831604,167476800
AAPL,11/20/2014,25.56170438,25.99548076,25.54835624,25.87313271,173582000
AAPL,11/21/2014,26.14007371,26.15342015,25.81084729,25.90872574,228717200
AAPL,11/24/2014,25.99325327,26.42035639,25.94209078,26.38921356,189803200
AAPL,11/25/2014,26.48709475,26.63836067,26.1267255,26.16009331,275361600
AAPL,11/26/2014,26.23572518,26.49376601,26.21125557,26.47152138,163073200
AAPL,11/28/2014,26.53158762,26.56050719,26.26020029,26.45595551,99257600
AAPL,12/1/2014,26.42925548,26.52713392,24.75198409,25.59729385,335256000
